"eid","subject_abbreviation","subject"
"2-s2.0-85003671213","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84898771284","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84999048360","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84898434404","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84899086116","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905905723","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84901236475","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930389681","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930397404","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84899059614","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84906944397","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84999232987","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84907699306","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930411798","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84888198112","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84887037412","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84907883334","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84898803920","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84893609954","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905377793","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84896527539","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905457135","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84905219681","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84910679803","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84921425247","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84904547176","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84908307840","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84902006019","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930411384","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84907594798","Cryos","Cryosphere"
"2-s2.0-84906082922","Cryos","Cryosphere"
"2-s2.0-84902779276","Cryos","Cryosphere"
"2-s2.0-84908555613","Cryos","Cryosphere"
"2-s2.0-84890962068","Cryos","Cryosphere"
"2-s2.0-84927598162","Cryos","Cryosphere"
"2-s2.0-84903205687","Cryos","Cryosphere"
"2-s2.0-84921535072","Cryos","Cryosphere"
"2-s2.0-84901627344","Cryos","Cryosphere"
"2-s2.0-84906255285","Cryos","Cryosphere"
"2-s2.0-84927936151","Cryos","Cryosphere"
"2-s2.0-84904499285","Cryos","Cryosphere"
"2-s2.0-84902172174","Cryos","Cryosphere"
"2-s2.0-84902167580","Cryos","Cryosphere"
"2-s2.0-84902256168","Cryos","Cryosphere"
"2-s2.0-84926619242","Cryos","Cryosphere"
"2-s2.0-84900528156","Cryos","Cryosphere"
"2-s2.0-84911397455","Geosp","Geosphere"
"2-s2.0-84907595436","Geosp","Geosphere"
"2-s2.0-84896045615","Geosp","Geosphere"
"2-s2.0-84984678033","Geosp","Geosphere"
"2-s2.0-84930398189","Geosp","Geosphere"
"2-s2.0-84887225500","Geosp","Geosphere"
"2-s2.0-84902086829","Geosp","Geosphere"
"2-s2.0-84908556098","Geosp","Geosphere"
"2-s2.0-84916920077","Geosp","Geosphere"
"2-s2.0-84901608728","Geosp","Geosphere"
"2-s2.0-84900443761","Geosp","Geosphere"
"2-s2.0-84909627956","Geosp","Geosphere"
"2-s2.0-84927634471","Geosp","Geosphere"
"2-s2.0-84918797581","Geosp","Geosphere"
"2-s2.0-84907596396","Geosp","Geosphere"
"2-s2.0-84893369542","Geosp","Geosphere"
"2-s2.0-84930915316","Geosp","Geosphere"
"2-s2.0-84888065646","Geosp","Geosphere"
"2-s2.0-84907690987","Geosp","Geosphere"
"2-s2.0-84916204979","Geosp","Geosphere"
"2-s2.0-84903763295","Geosp","Geosphere"
"2-s2.0-84891953550","Geosp","Geosphere"
"2-s2.0-84922433005","Geosp","Geosphere"
"2-s2.0-84896544489","Geosp","Geosphere"
"2-s2.0-84910606096","Geosp","Geosphere"
"2-s2.0-84907698020","Geosp","Geosphere"
"2-s2.0-84920062834","Geosp","Geosphere"
"2-s2.0-84984678157","Geosp","Geosphere"
"2-s2.0-84908512710","Geosp","Geosphere"
"2-s2.0-84906487105","Geosp","Geosphere"
"2-s2.0-84893650234","Geosp","Geosphere"
"2-s2.0-84906944863","Geosp","Geosphere"
"2-s2.0-84896090843","Geosp","Geosphere"
"2-s2.0-84911873448","Geosp","Geosphere"
"2-s2.0-84903287065","Geosp","Geosphere"
"2-s2.0-84901916495","Geosp","Geosphere"
"2-s2.0-84898629466","Geosp","Geosphere"
"2-s2.0-84893524670","Geosp","Geosphere"
"2-s2.0-85013465957","Human","Human"
"2-s2.0-84896327193","Human","Human"
"2-s2.0-84999567975","Human","Human"
"2-s2.0-84919579576","Human","Human"
"2-s2.0-84978275767","Human","Human"
"2-s2.0-84938944426","Human","Human"
"2-s2.0-84955752294","Human","Human"
"2-s2.0-84997636365","Human","Human"
"2-s2.0-84955719176","Human","Human"
"2-s2.0-84955647581","Human","Human"
"2-s2.0-84938056758","Human","Human"
"2-s2.0-85037862923","Human","Human"
"2-s2.0-84955693867","Human","Human"
"2-s2.0-84955699249","Human","Human"
"2-s2.0-84934753751","Human","Human"
"2-s2.0-85013422864","Human","Human"
"2-s2.0-84892480065","Ocean","Oceans"
"2-s2.0-84899784362","Ocean","Oceans"
"2-s2.0-85027939256","Ocean","Oceans"
"2-s2.0-84907811774","Ocean","Oceans"
"2-s2.0-84902056357","Ocean","Oceans"
"2-s2.0-84898640868","Ocean","Oceans"
"2-s2.0-84904851205","Ocean","Oceans"
"2-s2.0-84911445948","Ocean","Oceans"
"2-s2.0-84905453337","Ocean","Oceans"
"2-s2.0-84897147367","Ocean","Oceans"
"2-s2.0-84903428817","Space","Space"
"2-s2.0-84889009799","Space","Space"
"2-s2.0-84891164540","Space","Space"
"2-s2.0-84888175548","Atmos","Atmosphere"
"2-s2.0-84882292470","Atmos","Atmosphere"
"2-s2.0-84880369905","Atmos","Atmosphere"
"2-s2.0-84885111266","Atmos","Atmosphere"
"2-s2.0-84887000049","Atmos","Atmosphere"
"2-s2.0-84875696860","Atmos","Atmosphere"
"2-s2.0-84898783934","Atmos","Atmosphere"
"2-s2.0-84884856979","Atmos","Atmosphere"
"2-s2.0-84892576051","Atmos","Atmosphere"
"2-s2.0-84870938017","Atmos","Atmosphere"
"2-s2.0-84946688967","Atmos","Atmosphere"
"2-s2.0-84880645830","Bio-M","Biosphere - Marine"
"2-s2.0-84875186668","Bio-M","Biosphere - Marine"
"2-s2.0-84890812525","Bio-M","Biosphere - Marine"
"2-s2.0-84876214732","Bio-M","Biosphere - Marine"
"2-s2.0-84878987402","Bio-M","Biosphere - Marine"
"2-s2.0-84878644210","Bio-M","Biosphere - Marine"
"2-s2.0-84882947692","Bio-M","Biosphere - Marine"
"2-s2.0-84872697560","Bio-M","Biosphere - Marine"
"2-s2.0-84879414850","Bio-M","Biosphere - Marine"
"2-s2.0-84875365119","Bio-M","Biosphere - Marine"
"2-s2.0-84871311710","Bio-M","Biosphere - Marine"
"2-s2.0-84875928654","Bio-M","Biosphere - Marine"
"2-s2.0-84883363408","Bio-M","Biosphere - Marine"
"2-s2.0-84874428368","Bio-M","Biosphere - Marine"
"2-s2.0-84876421084","Bio-M","Biosphere - Marine"
"2-s2.0-84873708134","Bio-M","Biosphere - Marine"
"2-s2.0-84880686211","Bio-M","Biosphere - Marine"
"2-s2.0-84871912166","Bio-M","Biosphere - Marine"
"2-s2.0-84921836676","Bio-M","Biosphere - Marine"
"2-s2.0-84872578214","Bio-M","Biosphere - Marine"
"2-s2.0-84885337846","Bio-M","Biosphere - Marine"
"2-s2.0-84873992548","Bio-M","Biosphere - Marine"
"2-s2.0-84886639489","Bio-M","Biosphere - Marine"
"2-s2.0-84876813912","Bio-M","Biosphere - Marine"
"2-s2.0-84883055093","Bio-M","Biosphere - Marine"
"2-s2.0-84878740520","Bio-M","Biosphere - Marine"
"2-s2.0-84875711731","Bio-M","Biosphere - Marine"
"2-s2.0-84884723429","Bio-M","Biosphere - Marine"
"2-s2.0-84874565477","Bio-M","Biosphere - Marine"
"2-s2.0-84903589855","Bio-M","Biosphere - Marine"
"2-s2.0-84873999894","Bio-M","Biosphere - Marine"
"2-s2.0-84881403482","Bio-M","Biosphere - Marine"
"2-s2.0-84876007449","Bio-M","Biosphere - Marine"
"2-s2.0-84883444382","Bio-M","Biosphere - Marine"
"2-s2.0-84881042619","Bio-M","Biosphere - Marine"
"2-s2.0-84872014562","Bio-M","Biosphere - Marine"
"2-s2.0-84873989674","Bio-M","Biosphere - Marine"
"2-s2.0-84872608875","Bio-M","Biosphere - Marine"
"2-s2.0-84921877374","Bio-M","Biosphere - Marine"
"2-s2.0-84871209748","Bio-M","Biosphere - Marine"
"2-s2.0-84876328010","Bio-M","Biosphere - Marine"
"2-s2.0-84877882400","Bio-M","Biosphere - Marine"
"2-s2.0-84891910193","Bio-M","Biosphere - Marine"
"2-s2.0-84881103327","Bio-M","Biosphere - Marine"
"2-s2.0-84871740015","Bio-M","Biosphere - Marine"
"2-s2.0-84883133100","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84930392579","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84925865541","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84878467207","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84878457925","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84873840344","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84901300145","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84898441406","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84877594946","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84888291241","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84886729610","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84876833776","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84878762250","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84885367939","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84873271840","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84878470443","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84883002649","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84874852516","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84882836462","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84901011503","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84885622696","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84872455218","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84894146452","Cryos","Cryosphere"
"2-s2.0-84874743378","Cryos","Cryosphere"
"2-s2.0-84887316359","Cryos","Cryosphere"
"2-s2.0-84885558860","Cryos","Cryosphere"
"2-s2.0-84872921470","Cryos","Cryosphere"
"2-s2.0-84887852293","Cryos","Cryosphere"
"2-s2.0-84874462170","Cryos","Cryosphere"
"2-s2.0-84882842358","Cryos","Cryosphere"
"2-s2.0-84885150378","Cryos","Cryosphere"
"2-s2.0-84885111204","Cryos","Cryosphere"
"2-s2.0-84880869149","Cryos","Cryosphere"
"2-s2.0-84891476136","Cryos","Cryosphere"
"2-s2.0-84882847156","Cryos","Cryosphere"
"2-s2.0-84884985084","Cryos","Cryosphere"
"2-s2.0-84880691349","Cryos","Cryosphere"
"2-s2.0-84884611932","Cryos","Cryosphere"
"2-s2.0-84873088825","Cryos","Cryosphere"
"2-s2.0-84885156010","Cryos","Cryosphere"
"2-s2.0-84890291578","Cryos","Cryosphere"
"2-s2.0-84875824069","Cryos","Cryosphere"
"2-s2.0-84887297221","Cryos","Cryosphere"
"2-s2.0-84877261122","Cryos","Cryosphere"
"2-s2.0-84883582132","Cryos","Cryosphere"
"2-s2.0-84885458247","Cryos","Cryosphere"
"2-s2.0-84922013416","Geosp","Geosphere"
"2-s2.0-84887268327","Geosp","Geosphere"
"2-s2.0-84908503171","Geosp","Geosphere"
"2-s2.0-84878972142","Geosp","Geosphere"
"2-s2.0-84878159227","Geosp","Geosphere"
"2-s2.0-84877665459","Geosp","Geosphere"
"2-s2.0-84886808175","Geosp","Geosphere"
"2-s2.0-84880602819","Geosp","Geosphere"
"2-s2.0-84879069849","Geosp","Geosphere"
"2-s2.0-84888849928","Geosp","Geosphere"
"2-s2.0-84887314359","Geosp","Geosphere"
"2-s2.0-84879701928","Geosp","Geosphere"
"2-s2.0-84889234641","Geosp","Geosphere"
"2-s2.0-84893019276","Geosp","Geosphere"
"2-s2.0-84888840029","Geosp","Geosphere"
"2-s2.0-84883410248","Geosp","Geosphere"
"2-s2.0-84889235269","Geosp","Geosphere"
"2-s2.0-84887424291","Geosp","Geosphere"
"2-s2.0-84876331050","Geosp","Geosphere"
"2-s2.0-84890901232","Geosp","Geosphere"
"2-s2.0-84890487129","Geosp","Geosphere"
"2-s2.0-84879486270","Geosp","Geosphere"
"2-s2.0-84887539711","Geosp","Geosphere"
"2-s2.0-84884579089","Geosp","Geosphere"
"2-s2.0-84885170839","Geosp","Geosphere"
"2-s2.0-84870840554","Geosp","Geosphere"
"2-s2.0-84880366425","Geosp","Geosphere"
"2-s2.0-84887288305","Geosp","Geosphere"
"2-s2.0-84880632779","Geosp","Geosphere"
"2-s2.0-84872050759","Geosp","Geosphere"
"2-s2.0-84888827058","Geosp","Geosphere"
"2-s2.0-84888380347","Geosp","Geosphere"
"2-s2.0-84882450571","Geosp","Geosphere"
"2-s2.0-84877249297","Geosp","Geosphere"
"2-s2.0-84930394450","Geosp","Geosphere"
"2-s2.0-84908576892","Geosp","Geosphere"
"2-s2.0-84885337147","Geosp","Geosphere"
"2-s2.0-84886243919","Geosp","Geosphere"
"2-s2.0-84887339379","Human","Human"
"2-s2.0-84874859382","Human","Human"
"2-s2.0-85024078641","Human","Human"
"2-s2.0-84949127467","Human","Human"
"2-s2.0-84873858580","Human","Human"
"2-s2.0-84893290421","Human","Human"
"2-s2.0-84879315183","Human","Human"
"2-s2.0-84875796935","Human","Human"
"2-s2.0-84880568649","Ocean","Oceans"
"2-s2.0-84885155391","Ocean","Oceans"
"2-s2.0-84872109073","Ocean","Oceans"
"2-s2.0-84886669323","Ocean","Oceans"
"2-s2.0-84872548228","Ocean","Oceans"
"2-s2.0-84885356082","Ocean","Oceans"
"2-s2.0-84890306894","Space","Space"
"2-s2.0-84892590379","Space","Space"
"2-s2.0-84867677752","Atmos","Atmosphere"
"2-s2.0-84055214197","Atmos","Atmosphere"
"2-s2.0-84861430968","Atmos","Atmosphere"
"2-s2.0-84871388598","Atmos","Atmosphere"
"2-s2.0-84856606853","Atmos","Atmosphere"
"2-s2.0-84861945563","Atmos","Atmosphere"
"2-s2.0-84859350329","Atmos","Atmosphere"
"2-s2.0-84862074201","Atmos","Atmosphere"
"2-s2.0-84861350301","Atmos","Atmosphere"
"2-s2.0-84860878787","Atmos","Atmosphere"
"2-s2.0-84869030638","Atmos","Atmosphere"
"2-s2.0-84863549889","Bio","Bioshpere"
"2-s2.0-84867152610","Bio","Bioshpere"
"2-s2.0-84864503636","Bio","Bioshpere"
"2-s2.0-84862013219","Bio","Bioshpere"
"2-s2.0-84864385516","Bio-M","Biosphere - Marine"
"2-s2.0-84862297338","Bio-M","Biosphere - Marine"
"2-s2.0-84872148680","Bio-M","Biosphere - Marine"
"2-s2.0-84876265089","Bio-M","Biosphere - Marine"
"2-s2.0-84866042696","Bio-M","Biosphere - Marine"
"2-s2.0-84866902451","Bio-M","Biosphere - Marine"
"2-s2.0-84859001626","Bio-M","Biosphere - Marine"
"2-s2.0-84861869800","Bio-M","Biosphere - Marine"
"2-s2.0-84860224793","Bio-M","Biosphere - Marine"
"2-s2.0-84869760182","Bio-M","Biosphere - Marine"
"2-s2.0-84872167148","Bio-M","Biosphere - Marine"
"2-s2.0-84859875973","Bio-M","Biosphere - Marine"
"2-s2.0-84867907470","Bio-M","Biosphere - Marine"
"2-s2.0-84902484700","Bio-M","Biosphere - Marine"
"2-s2.0-84856714144","Bio-M","Biosphere - Marine"
"2-s2.0-84861854681","Bio-M","Biosphere - Marine"
"2-s2.0-84868538508","Bio-M","Biosphere - Marine"
"2-s2.0-84878093600","Bio-M","Biosphere - Marine"
"2-s2.0-84901356623","Bio-M","Biosphere - Marine"
"2-s2.0-84861395054","Bio-M","Biosphere - Marine"
"2-s2.0-84859445439","Bio-M","Biosphere - Marine"
"2-s2.0-84857547290","Bio-M","Biosphere - Marine"
"2-s2.0-84863419777","Bio-M","Biosphere - Marine"
"2-s2.0-84857769239","Bio-M","Biosphere - Marine"
"2-s2.0-84859123279","Bio-M","Biosphere - Marine"
"2-s2.0-84869152277","Bio-M","Biosphere - Marine"
"2-s2.0-84870159751","Bio-M","Biosphere - Marine"
"2-s2.0-84862995311","Bio-M","Biosphere - Marine"
"2-s2.0-84863418308","Bio-M","Biosphere - Marine"
"2-s2.0-84870353973","Bio-M","Biosphere - Marine"
"2-s2.0-84863496545","Bio-M","Biosphere - Marine"
"2-s2.0-84859248088","Bio-M","Biosphere - Marine"
"2-s2.0-84871363517","Bio-M","Biosphere - Marine"
"2-s2.0-84864085175","Bio-M","Biosphere - Marine"
"2-s2.0-84866412711","Bio-M","Biosphere - Marine"
"2-s2.0-84868594924","Bio-M","Biosphere - Marine"
"2-s2.0-84862675129","Bio-M","Biosphere - Marine"
"2-s2.0-84872066361","Bio-M","Biosphere - Marine"
"2-s2.0-84871320248","Bio-M","Biosphere - Marine"
"2-s2.0-84856472282","Bio-M","Biosphere - Marine"
"2-s2.0-84870164859","Bio-M","Biosphere - Marine"
"2-s2.0-84858136451","Bio-M","Biosphere - Marine"
"2-s2.0-84864380016","Bio-M","Biosphere - Marine"
"2-s2.0-84877966714","Bio-M","Biosphere - Marine"
"2-s2.0-84866035538","Bio-M","Biosphere - Marine"
"2-s2.0-84870333727","Bio-M","Biosphere - Marine"
"2-s2.0-84870326730","Bio-M","Biosphere - Marine"
"2-s2.0-84860230699","Bio-M","Biosphere - Marine"
"2-s2.0-84864559514","Bio-M","Biosphere - Marine"
"2-s2.0-84867007780","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84857825077","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84866159137","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84866050172","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84858004754","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84857819336","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84869179933","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84890751531","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84860577012","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84867728411","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84860290126","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84859885342","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84866546170","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84865814031","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84871604304","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84867699168","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84859354784","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84858006401","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84871906672","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84867345875","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84861873206","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84861966220","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84857504729","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84867717106","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84863251078","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84857852060","Cryos","Cryosphere"
"2-s2.0-84859648508","Cryos","Cryosphere"
"2-s2.0-84859879882","Cryos","Cryosphere"
"2-s2.0-84861146171","Cryos","Cryosphere"
"2-s2.0-84870866871","Cryos","Cryosphere"
"2-s2.0-84867036844","Cryos","Cryosphere"
"2-s2.0-84863393859","Cryos","Cryosphere"
"2-s2.0-84858427526","Cryos","Cryosphere"
"2-s2.0-84859498746","Cryos","Cryosphere"
"2-s2.0-84865730213","Cryos","Cryosphere"
"2-s2.0-84859863096","Cryos","Cryosphere"
"2-s2.0-84874603390","Cryos","Cryosphere"
"2-s2.0-82555205429","Cryos","Cryosphere"
"2-s2.0-84872359719","Cryos","Cryosphere"
"2-s2.0-84870886051","Cryos","Cryosphere"
"2-s2.0-84924248574","Cryos","Cryosphere"
"2-s2.0-84867671059","Cryos","Cryosphere"
"2-s2.0-84875826566","Cryos","Cryosphere"
"2-s2.0-84866365178","Cryos","Cryosphere"
"2-s2.0-84865767163","Cryos","Cryosphere"
"2-s2.0-84866119620","Geosp","Geosphere"
"2-s2.0-84861208616","Geosp","Geosphere"
"2-s2.0-84863407567","Geosp","Geosphere"
"2-s2.0-80855123941","Geosp","Geosphere"
"2-s2.0-84857080940","Geosp","Geosphere"
"2-s2.0-84866373912","Geosp","Geosphere"
"2-s2.0-84857313356","Geosp","Geosphere"
"2-s2.0-84867127335","Geosp","Geosphere"
"2-s2.0-84862142340","Geosp","Geosphere"
"2-s2.0-84861467249","Geosp","Geosphere"
"2-s2.0-84865108325","Geosp","Geosphere"
"2-s2.0-84857792453","Geosp","Geosphere"
"2-s2.0-84866385095","Geosp","Geosphere"
"2-s2.0-84862675423","Geosp","Geosphere"
"2-s2.0-80755168965","Geosp","Geosphere"
"2-s2.0-84860186979","Geosp","Geosphere"
"2-s2.0-84856606050","Geosp","Geosphere"
"2-s2.0-84868251358","Geosp","Geosphere"
"2-s2.0-84861391901","Geosp","Geosphere"
"2-s2.0-84857046019","Geosp","Geosphere"
"2-s2.0-84055200249","Geosp","Geosphere"
"2-s2.0-84863501128","Geosp","Geosphere"
"2-s2.0-84865811959","Geosp","Geosphere"
"2-s2.0-84864536858","Geosp","Geosphere"
"2-s2.0-84866384520","Geosp","Geosphere"
"2-s2.0-84863496912","Geosp","Geosphere"
"2-s2.0-84870170304","Geosp","Geosphere"
"2-s2.0-84862625274","Geosp","Geosphere"
"2-s2.0-84861475092","Geosp","Geosphere"
"2-s2.0-84866388995","Geosp","Geosphere"
"2-s2.0-84866386565","Geosp","Geosphere"
"2-s2.0-84861315584","Human","Human"
"2-s2.0-80755184803","Human","Human"
"2-s2.0-85071803341","Human","Human"
"2-s2.0-84905951628","Human","Human"
"2-s2.0-84905941543","Human","Human"
"2-s2.0-84905956247","Human","Human"
"2-s2.0-84905941912","Human","Human"
"2-s2.0-84897620425","Human","Human"
"2-s2.0-84872248521","Human","Human"
"2-s2.0-84863754123","Human","Human"
"2-s2.0-84864185665","Human","Human"
"2-s2.0-84906649737","Human","Human"
"2-s2.0-85014858848","Human","Human"
"2-s2.0-84906652144","Human","Human"
"2-s2.0-84906647847","Human","Human"
"2-s2.0-84861683805","Human","Human"
"2-s2.0-84912134596","Human","Human"
"2-s2.0-84863742409","Human","Human"
"2-s2.0-84906651659","Human","Human"
"2-s2.0-84866478455","Human","Human"
"2-s2.0-84906649044","Human","Human"
"2-s2.0-84864359364","Human","Human"
"2-s2.0-84868013723","Human","Human"
"2-s2.0-84906652821","Human","Human"
"2-s2.0-84869872686","Human","Human"
"2-s2.0-84905949379","Human","Human"
"2-s2.0-84868355831","Human","Human"
"2-s2.0-84871074527","Ocean","Oceans"
"2-s2.0-84866712645","Ocean","Oceans"
"2-s2.0-84859864845","Space","Space"
"2-s2.0-80155182099","Space","Space"
"2-s2.0-84857862607","Space","Space"
"2-s2.0-79953240642","Atmos","Atmosphere"
"2-s2.0-79961009675","Atmos","Atmosphere"
"2-s2.0-79952483337","Atmos","Atmosphere"
"2-s2.0-78751481948","Atmos","Atmosphere"
"2-s2.0-79960101467","Atmos","Atmosphere"
"2-s2.0-79957962520","Atmos","Atmosphere"
"2-s2.0-79751506494","Atmos","Atmosphere"
"2-s2.0-79960511318","Atmos","Atmosphere"
"2-s2.0-80055001776","Atmos","Atmosphere"
"2-s2.0-81255138385","Atmos","Atmosphere"
"2-s2.0-84867491883","Atmos","Atmosphere"
"2-s2.0-84864496887","Atmos","Atmosphere"
"2-s2.0-80052784494","Atmos","Atmosphere"
"2-s2.0-81555205136","Bio","Bioshpere"
"2-s2.0-79851484442","Bio-M","Biosphere - Marine"
"2-s2.0-80255137256","Bio-M","Biosphere - Marine"
"2-s2.0-79952483988","Bio-M","Biosphere - Marine"
"2-s2.0-79851499048","Bio-M","Biosphere - Marine"
"2-s2.0-79959593379","Bio-M","Biosphere - Marine"
"2-s2.0-82155192326","Bio-M","Biosphere - Marine"
"2-s2.0-79251541222","Bio-M","Biosphere - Marine"
"2-s2.0-79960657575","Bio-M","Biosphere - Marine"
"2-s2.0-79960828431","Bio-M","Biosphere - Marine"
"2-s2.0-79960597532","Bio-M","Biosphere - Marine"
"2-s2.0-79951768820","Bio-M","Biosphere - Marine"
"2-s2.0-79955480739","Bio-M","Biosphere - Marine"
"2-s2.0-79961145574","Bio-M","Biosphere - Marine"
"2-s2.0-79551615216","Bio-M","Biosphere - Marine"
"2-s2.0-79959679511","Bio-M","Biosphere - Marine"
"2-s2.0-84859875515","Bio-M","Biosphere - Marine"
"2-s2.0-79851481920","Bio-M","Biosphere - Marine"
"2-s2.0-79952485157","Bio-M","Biosphere - Marine"
"2-s2.0-80052726496","Bio-M","Biosphere - Marine"
"2-s2.0-79952485789","Bio-M","Biosphere - Marine"
"2-s2.0-78751608746","Bio-M","Biosphere - Marine"
"2-s2.0-79851493422","Bio-M","Biosphere - Marine"
"2-s2.0-79952135484","Bio-M","Biosphere - Marine"
"2-s2.0-80955167623","Bio-M","Biosphere - Marine"
"2-s2.0-79956215050","Bio-M","Biosphere - Marine"
"2-s2.0-80051574250","Bio-M","Biosphere - Marine"
"2-s2.0-81855169191","Bio-M","Biosphere - Marine"
"2-s2.0-79851504877","Bio-M","Biosphere - Marine"
"2-s2.0-79651475049","Bio-M","Biosphere - Marine"
"2-s2.0-79551685912","Bio-M","Biosphere - Marine"
"2-s2.0-84863032106","Bio-M","Biosphere - Marine"
"2-s2.0-79952484653","Bio-M","Biosphere - Marine"
"2-s2.0-79952485533","Bio-M","Biosphere - Marine"
"2-s2.0-80051667016","Bio-M","Biosphere - Marine"
"2-s2.0-79951775352","Bio-M","Biosphere - Marine"
"2-s2.0-79952729488","Bio-M","Biosphere - Marine"
"2-s2.0-78149377526","Bio-M","Biosphere - Marine"
"2-s2.0-79960946862","Bio-M","Biosphere - Marine"
"2-s2.0-79960815357","Bio-M","Biosphere - Marine"
"2-s2.0-80053998183","Bio-M","Biosphere - Marine"
"2-s2.0-78651495440","Bio-M","Biosphere - Marine"
"2-s2.0-80052865950","Bio-M","Biosphere - Marine"
"2-s2.0-84856355691","Bio-M","Biosphere - Marine"
"2-s2.0-84859784365","Bio-M","Biosphere - Marine"
"2-s2.0-80051674623","Bio-M","Biosphere - Marine"
"2-s2.0-79961021388","Bio-M","Biosphere - Marine"
"2-s2.0-79955672363","Bio-M","Biosphere - Marine"
"2-s2.0-80051952082","Bio-M","Biosphere - Marine"
"2-s2.0-79955369154","Bio-M","Biosphere - Marine"
"2-s2.0-79952815001","Bio-M","Biosphere - Marine"
"2-s2.0-79960107966","Bio-M","Biosphere - Marine"
"2-s2.0-79955002032","Bio-T","Biosphere - Terrestrial"
"2-s2.0-78650677941","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80051702030","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79551680486","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80053531170","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80054000299","Bio-T","Biosphere - Terrestrial"
